secs,nsecs,tx,ty,tz,rx,ry,rz,rw
1677108891,911276515,0.400903,0.537357,0.461563,0.694171,-0.029167,0.019826,0.718946
1677108891,922032684,0.401047,0.537533,0.461302,0.694170,-0.029786,0.020180,0.718912
1677108891,931262397,0.401073,0.537837,0.461022,0.694422,-0.029875,0.020342,0.718660
1677108891,941273069,0.401114,0.538226,0.460731,0.694726,-0.030427,0.020120,0.718349
1677108891,951645174,0.401135,0.538429,0.460340,0.693990,-0.030722,0.020240,0.719044
1677108891,961396089,0.401141,0.538731,0.459954,0.693490,-0.031157,0.020181,0.719509
1677108891,971234458,0.401171,0.539028,0.459503,0.692688,-0.031490,0.020196,0.720267
1677108891,981505336,0.401272,0.539524,0.459110,0.692593,-0.032622,0.020172,0.720308
1677108891,991372695,0.401166,0.539804,0.458556,0.691545,-0.032684,0.019787,0.721322
1677108892,1760309,0.401225,0.540426,0.458006,0.691557,-0.033431,0.019968,0.721272
1677108892,11563005,0.401268,0.540846,0.457401,0.690779,-0.033880,0.020481,0.721981
1677108892,21445953,0.401258,0.541069,0.456790,0.689270,-0.034004,0.022102,0.723368
1677108892,31634231,0.401318,0.541515,0.456135,0.688670,-0.034588,0.022568,0.723898
1677108892,41811291,0.401244,0.541969,0.455451,0.688058,-0.034252,0.022519,0.724496
1677108892,51611762,0.401204,0.542430,0.454726,0.687505,-0.033922,0.022674,0.725033
1677108892,61581395,0.401331,0.542773,0.454003,0.686305,-0.034424,0.023548,0.726117
1677108892,71840419,0.401269,0.543289,0.453219,0.686225,-0.034451,0.023235,0.726202
1677108892,81628502,0.401224,0.543552,0.452461,0.685591,-0.034244,0.023322,0.726807
1677108892,91119202,0.401370,0.543850,0.451677,0.685733,-0.034773,0.024128,0.726621
1677108892,101402416,0.401386,0.543885,0.450897,0.685394,-0.034583,0.024938,0.726923
1677108892,111445584,0.401432,0.543995,0.450093,0.685832,-0.035259,0.025664,0.726452
1677108892,121475761,0.401396,0.543967,0.449188,0.685947,-0.035261,0.026229,0.726324
1677108892,131264094,0.401361,0.544088,0.448284,0.686634,-0.035391,0.027165,0.725633
1677108892,141909084,0.401420,0.544190,0.447323,0.687044,-0.036108,0.028293,0.725166
1677108892,151231337,0.401465,0.544138,0.446338,0.686574,-0.036879,0.029442,0.725527
1677108892,161269466,0.401354,0.544359,0.445285,0.686942,-0.036605,0.029982,0.725171
1677108892,171826048,0.401336,0.544522,0.444230,0.686935,-0.036469,0.030909,0.725145
1677108892,181400847,0.401344,0.544627,0.443146,0.686653,-0.036082,0.031750,0.725395
1677108892,191163786,0.401420,0.544799,0.442063,0.686628,-0.036258,0.031918,0.725402
