secs,nsecs,tx,ty,tz,rx,ry,rz,rw
1677106586,256696278,0.239008,0.575978,0.563234,0.467954,-0.169312,-0.229731,0.836407
1677106586,267188697,0.239308,0.576101,0.563264,0.468100,-0.170018,-0.230828,0.835880
1677106586,277672156,0.239518,0.576140,0.563343,0.467717,-0.170126,-0.231096,0.835998
1677106586,287487825,0.239602,0.576315,0.563385,0.467626,-0.170225,-0.231522,0.835911
1677106586,297634574,0.239847,0.576503,0.563407,0.467610,-0.171270,-0.230933,0.835869
1677106586,307167648,0.239875,0.576821,0.563416,0.467326,-0.171603,-0.231163,0.835896
1677106586,317141625,0.239952,0.577011,0.563467,0.466265,-0.171955,-0.230458,0.836611
1677106586,326646502,0.239987,0.577265,0.563462,0.465677,-0.172708,-0.230461,0.836782
1677106586,336767206,0.240085,0.577503,0.563476,0.465320,-0.173233,-0.229846,0.837042
1677106586,347083126,0.240229,0.577640,0.563544,0.464861,-0.174480,-0.229548,0.837119
1677106586,356679084,0.240236,0.577738,0.563677,0.464456,-0.174714,-0.229719,0.837248
1677106586,366697248,0.240268,0.577860,0.563780,0.464263,-0.174733,-0.230295,0.837193
1677106586,377172786,0.240370,0.578023,0.563851,0.464571,-0.174675,-0.230582,0.836955
1677106586,386882540,0.240592,0.578105,0.563893,0.464465,-0.174704,-0.230435,0.837049
1677106586,397073997,0.240778,0.578252,0.563881,0.464539,-0.175155,-0.231028,0.836750
1677106586,406999785,0.240964,0.578361,0.563918,0.464300,-0.175757,-0.231684,0.836575
1677106586,417104397,0.241138,0.578392,0.563972,0.463791,-0.176144,-0.232279,0.836611
1677106586,427042240,0.241324,0.578432,0.563972,0.463481,-0.176197,-0.232651,0.836668
1677106586,437163188,0.241541,0.578525,0.563910,0.463210,-0.176484,-0.233203,0.836604
1677106586,447088285,0.241856,0.578700,0.563751,0.463495,-0.176743,-0.233306,0.836363
1677106586,456882945,0.242107,0.578852,0.563640,0.463124,-0.176840,-0.233704,0.836437
1677106586,467016984,0.242302,0.578973,0.563517,0.462721,-0.176505,-0.234151,0.836605
1677106586,476923824,0.242486,0.579034,0.563401,0.462471,-0.176454,-0.234158,0.836753
1677106586,487045564,0.242598,0.579041,0.563317,0.462051,-0.176687,-0.234499,0.836840
1677106586,497617021,0.242621,0.579077,0.563222,0.461997,-0.176495,-0.234956,0.836782
1677106586,507193148,0.242810,0.579081,0.563102,0.462247,-0.177094,-0.234654,0.836602
1677106586,517594497,0.242994,0.579151,0.562887,0.463064,-0.177631,-0.234310,0.836133
1677106586,527348222,0.243237,0.579181,0.562665,0.463615,-0.178129,-0.233502,0.835947
1677106586,537345265,0.243411,0.579231,0.562395,0.463662,-0.179216,-0.233557,0.835674
1677106586,547069416,0.243582,0.579332,0.562054,0.463776,-0.179388,-0.233614,0.835558
1677106586,556955928,0.243958,0.579348,0.561688,0.463552,-0.180537,-0.233025,0.835599
1677106586,566762368,0.244278,0.579475,0.561252,0.463722,-0.181163,-0.233228,0.835312
1677106586,576789875,0.244602,0.579543,0.560836,0.463692,-0.181673,-0.233579,0.835120
1677106586,586960933,0.244919,0.579427,0.560444,0.463272,-0.181731,-0.233692,0.835309
1677106586,598054318,0.245096,0.579357,0.559950,0.463131,-0.181026,-0.235322,0.835082
1677106586,607455765,0.245504,0.579419,0.559446,0.464014,-0.180379,-0.235626,0.834646
1677106586,617441155,0.245906,0.579366,0.558972,0.464222,-0.179698,-0.235816,0.834624
1677106586,627759732,0.246410,0.579391,0.558417,0.464549,-0.179434,-0.235730,0.834523
1677106586,637743898,0.246762,0.579477,0.557879,0.464456,-0.178732,-0.236330,0.834556
1677106586,647813259,0.247246,0.579657,0.557188,0.465035,-0.178667,-0.236385,0.834232
1677106586,657820968,0.247604,0.579607,0.556630,0.464130,-0.178167,-0.236212,0.834891
1677106586,667345510,0.247911,0.579737,0.555989,0.464381,-0.178290,-0.236565,0.834626
1677106586,677409473,0.248275,0.579826,0.555417,0.464712,-0.178235,-0.236281,0.834534
1677106586,687643146,0.248444,0.579827,0.554860,0.464876,-0.177902,-0.236543,0.834439
1677106586,697252003,0.248636,0.579921,0.554248,0.466071,-0.176865,-0.235944,0.834162
1677106586,706889936,0.248828,0.579933,0.553677,0.466870,-0.176168,-0.235043,0.834117
1677106586,717364617,0.249095,0.580090,0.553010,0.468348,-0.175913,-0.233719,0.833714
1677106586,726724491,0.249143,0.580268,0.552328,0.469289,-0.174587,-0.232724,0.833743
1677106586,737297747,0.249306,0.580422,0.551675,0.469986,-0.174353,-0.231310,0.833792
1677106586,746970572,0.249442,0.580594,0.550994,0.470579,-0.174285,-0.229889,0.833865
1677106586,757206942,0.249527,0.580750,0.550332,0.470948,-0.174096,-0.228611,0.834048
1677106586,766912559,0.249568,0.580921,0.549636,0.471421,-0.174215,-0.227673,0.834012
1677106586,776970672,0.249781,0.581156,0.548886,0.472476,-0.174867,-0.226584,0.833575
1677106586,787406092,0.249884,0.581154,0.548267,0.472254,-0.175102,-0.225976,0.833817
1677106586,797007334,0.250079,0.581251,0.547539,0.472653,-0.174970,-0.225106,0.833853
1677106586,807353842,0.250449,0.581431,0.546717,0.473509,-0.175093,-0.224126,0.833606
1677106586,816717411,0.250771,0.581580,0.545886,0.473773,-0.174931,-0.223847,0.833565
1677106586,826786437,0.251134,0.581628,0.545069,0.473414,-0.174364,-0.223628,0.833946
1677106586,836880882,0.251645,0.581789,0.544106,0.473707,-0.174231,-0.223689,0.833792
1677106586,846513535,0.252109,0.581987,0.543148,0.473891,-0.174470,-0.224572,0.833399
1677106586,856605548,0.252652,0.581969,0.542230,0.473627,-0.175144,-0.224906,0.833318
1677106586,866693966,0.253254,0.581975,0.541254,0.473973,-0.177711,-0.225650,0.832377
1677106586,877432230,0.253682,0.581915,0.540282,0.474262,-0.179882,-0.226716,0.831455
1677106586,887481586,0.254206,0.581894,0.539228,0.475091,-0.182068,-0.226998,0.830429
1677106586,897269283,0.254213,0.581713,0.538112,0.474566,-0.182178,-0.229043,0.830143
1677106586,907682913,0.254692,0.581639,0.536847,0.475581,-0.184702,-0.229318,0.828928
1677106586,917840247,0.255045,0.581523,0.535582,0.475909,-0.186599,-0.230073,0.828105
1677106586,927316563,0.255512,0.581473,0.534125,0.476956,-0.188587,-0.230728,0.826869
