secs,nsecs,tx,ty,tz,rx,ry,rz,rw
1677105536,529336859,0.492062,0.596969,0.518706,0.430210,0.149176,0.261495,0.851050
1677105536,539573594,0.492176,0.596649,0.518393,0.430275,0.149308,0.261572,0.850970
1677105536,549523992,0.492460,0.596484,0.518073,0.430313,0.148928,0.261857,0.850930
1677105536,560168765,0.492596,0.596325,0.517756,0.430413,0.148931,0.261064,0.851123
1677105536,570419637,0.492829,0.596037,0.517579,0.429423,0.148976,0.260569,0.851766
1677105536,580440965,0.493063,0.596054,0.517330,0.429581,0.149003,0.260296,0.851765
1677105536,590161660,0.493220,0.595936,0.517118,0.429356,0.149243,0.259694,0.852021
1677105536,600536524,0.493324,0.595836,0.516944,0.429145,0.149820,0.258812,0.852294
1677105536,610461834,0.493516,0.595864,0.516804,0.428736,0.150046,0.259096,0.852374
1677105536,620525914,0.493594,0.595831,0.516717,0.428650,0.149592,0.258897,0.852557
1677105536,630698296,0.493616,0.595888,0.516658,0.428725,0.148607,0.258571,0.852790
1677105536,640696771,0.493503,0.595807,0.516651,0.428478,0.148095,0.258471,0.853034
1677105536,650213711,0.493404,0.595871,0.516687,0.428622,0.147271,0.258847,0.852991
1677105536,660271066,0.493244,0.595876,0.516770,0.428335,0.146458,0.259490,0.853079
1677105536,669822577,0.492909,0.595858,0.516915,0.428005,0.145950,0.259942,0.853194
1677105536,680023002,0.492705,0.595969,0.517044,0.428078,0.145122,0.261423,0.852846
1677105536,690230003,0.492381,0.595878,0.517255,0.427852,0.144693,0.262858,0.852592
1677105536,699922516,0.491865,0.595842,0.517339,0.428710,0.144654,0.263328,0.852022
1677105536,709974610,0.491519,0.595941,0.517418,0.430213,0.143872,0.265152,0.850830
1677105536,719881345,0.491206,0.595568,0.517690,0.429371,0.143772,0.266844,0.850743
1677105536,729879128,0.490786,0.595650,0.517617,0.430949,0.143940,0.268645,0.849349
1677105536,740505047,0.490499,0.595197,0.517694,0.429782,0.143852,0.269938,0.849545
1677105536,750160971,0.490253,0.595286,0.517466,0.430674,0.143196,0.271156,0.848816
1677105536,760453468,0.490186,0.595154,0.517309,0.429639,0.142955,0.272498,0.848952
1677105536,770924672,0.490138,0.595067,0.517119,0.428849,0.142795,0.273175,0.849160
1677105536,780551325,0.490152,0.595030,0.516891,0.428866,0.141802,0.272506,0.849533
1677105536,789811959,0.490257,0.594954,0.516712,0.429225,0.141107,0.271992,0.849632
1677105536,799149768,0.490555,0.594906,0.516611,0.429581,0.140742,0.271870,0.849552
1677105536,809367787,0.490642,0.594948,0.516426,0.431377,0.140555,0.270610,0.849075
1677105536,819434709,0.490951,0.594807,0.516421,0.431338,0.140697,0.270174,0.849210
1677105536,829825843,0.491147,0.594722,0.516337,0.431764,0.140834,0.269022,0.849337
1677105536,839700660,0.491373,0.594774,0.516259,0.432366,0.140747,0.269082,0.849026
1677105536,849810074,0.491522,0.594819,0.516172,0.432750,0.140860,0.268624,0.848956
1677105536,859840529,0.491541,0.595030,0.515942,0.434249,0.140957,0.268775,0.848126
1677105536,869198723,0.491563,0.595051,0.515807,0.434563,0.140660,0.268621,0.848064
1677105536,879370318,0.491555,0.595264,0.515560,0.435387,0.140339,0.268837,0.847626
1677105536,890168158,0.491550,0.595414,0.515306,0.435132,0.140161,0.269900,0.847449
1677105536,900163813,0.491385,0.595713,0.514931,0.435393,0.140340,0.270387,0.847130
1677105536,909870015,0.491181,0.595887,0.514547,0.434818,0.140970,0.270995,0.847126
1677105536,919723260,0.491102,0.596247,0.514125,0.434336,0.141290,0.272599,0.846805
1677105536,929617492,0.490788,0.596548,0.513589,0.434343,0.141890,0.272954,0.846587
1677105536,939713009,0.490633,0.597018,0.512939,0.434909,0.139160,0.274205,0.846345
1677105536,949487606,0.490338,0.597345,0.512302,0.435299,0.138778,0.274627,0.846071
1677105536,959881531,0.490169,0.596705,0.511962,0.431150,0.139016,0.274645,0.848147
1677105536,969461462,0.490169,0.597146,0.511240,0.433985,0.137521,0.274464,0.847003
1677105536,979744027,0.490360,0.597447,0.510524,0.436475,0.135151,0.274339,0.846145
1677105536,989555501,0.490429,0.597577,0.509651,0.438447,0.132278,0.273525,0.845843
1677105536,999690095,0.490486,0.597765,0.508639,0.440939,0.129779,0.273053,0.845087
1677105537,9792154,0.490586,0.597747,0.507572,0.442901,0.127046,0.272489,0.844659
1677105537,19588172,0.490531,0.597711,0.506265,0.445678,0.125248,0.272121,0.843584
1677105537,29185217,0.490588,0.597539,0.504759,0.448036,0.124017,0.272637,0.842350
1677105537,39870753,0.490410,0.597610,0.502867,0.452212,0.122957,0.272625,0.840274
1677105537,49683010,0.490480,0.597400,0.500842,0.453660,0.122686,0.273905,0.839117
1677105537,59277497,0.490310,0.597327,0.498324,0.456528,0.122841,0.273993,0.837509
1677105537,70031653,0.490415,0.597229,0.495555,0.458376,0.123631,0.274995,0.836053
1677105537,80661337,0.490610,0.597105,0.492393,0.460999,0.124890,0.275065,0.834399
1677105537,89935094,0.490583,0.597623,0.488457,0.469803,0.125705,0.272777,0.830106
1677105537,100441068,0.491657,0.596409,0.485462,0.468380,0.127508,0.271216,0.831146
1677105537,109802775,0.493067,0.595369,0.482217,0.469816,0.128302,0.268146,0.831210
1677105537,119936826,0.494407,0.594895,0.478639,0.476876,0.129564,0.262297,0.828856
1677105537,129656238,0.496162,0.593930,0.475238,0.483108,0.129755,0.254210,0.827737
