secs,nsecs,tx,ty,tz,rx,ry,rz,rw
1677104949,27269872,0.493984,0.595931,0.481004,0.479301,0.122990,0.243723,0.834112
1677104949,37684753,0.493649,0.596045,0.481453,0.479197,0.122792,0.245117,0.833793
1677104949,47628008,0.493175,0.596225,0.481817,0.479723,0.122175,0.245911,0.833347
1677104949,57057640,0.492815,0.596281,0.482270,0.479007,0.121328,0.247303,0.833471
1677104949,67552558,0.492612,0.596399,0.482714,0.478214,0.120031,0.249415,0.833484
1677104949,77336038,0.492166,0.596588,0.482985,0.478772,0.118949,0.250237,0.833073
1677104949,87623327,0.491997,0.596560,0.483382,0.477868,0.117204,0.251373,0.833497
1677104949,97312147,0.491600,0.596725,0.483576,0.478431,0.115854,0.252362,0.833064
1677104949,107291279,0.491324,0.596622,0.483869,0.477484,0.115451,0.252642,0.833578
1677104949,117457231,0.491219,0.596915,0.484020,0.478473,0.114152,0.253361,0.832971
1677104949,127716951,0.491165,0.596993,0.484263,0.477972,0.113303,0.253512,0.833329
1677104949,137550304,0.491111,0.597178,0.484454,0.477647,0.113004,0.253686,0.833503
1677104949,147276418,0.490900,0.597376,0.484552,0.477699,0.113287,0.252903,0.833672
1677104949,157080790,0.490785,0.597630,0.484653,0.477655,0.113792,0.252909,0.833627
1677104949,167243287,0.490744,0.597661,0.484816,0.476536,0.114066,0.252814,0.834259
1677104949,177328290,0.490602,0.597771,0.484901,0.476277,0.114399,0.252429,0.834478
1677104949,187271337,0.490500,0.597878,0.484961,0.475948,0.114789,0.252679,0.834536
1677104949,197570687,0.490383,0.598034,0.484992,0.475836,0.114927,0.253003,0.834483
1677104949,206888785,0.490207,0.598062,0.485047,0.475230,0.115323,0.253311,0.834680
1677104949,217121620,0.490032,0.598088,0.485112,0.475297,0.115071,0.253044,0.834758
1677104949,227337561,0.489876,0.598210,0.485178,0.476211,0.114666,0.253301,0.834214
1677104949,237224169,0.489766,0.598072,0.485363,0.476419,0.114151,0.253436,0.834125
1677104949,246917233,0.489653,0.598063,0.485452,0.477775,0.112898,0.253679,0.833446
1677104949,257370992,0.489459,0.597872,0.485570,0.478373,0.112275,0.253651,0.833195
1677104949,267424503,0.489324,0.597902,0.485526,0.479579,0.111737,0.254704,0.832253
1677104949,276996504,0.489039,0.597737,0.485490,0.479491,0.111974,0.255071,0.832160
1677104949,287544816,0.488815,0.597862,0.485263,0.480031,0.111683,0.255948,0.831618
1677104949,297767646,0.488564,0.598089,0.484866,0.480909,0.110984,0.256688,0.830975
1677104949,307019904,0.488393,0.598120,0.484481,0.480202,0.111411,0.257561,0.831057
1677104949,316885346,0.488510,0.597834,0.484253,0.476842,0.110418,0.258589,0.832803
1677104949,327915698,0.488666,0.597987,0.483778,0.475849,0.109456,0.259352,0.833261
1677104949,337136278,0.488598,0.598099,0.483151,0.475077,0.109781,0.258497,0.833924
1677104949,347259590,0.488792,0.598352,0.482566,0.474206,0.109699,0.258012,0.834580
1677104949,357056720,0.489149,0.598593,0.481987,0.473293,0.109415,0.257187,0.835390
1677104949,367218314,0.489520,0.598742,0.481425,0.472155,0.109733,0.256118,0.836321
1677104949,377239596,0.489850,0.599046,0.480867,0.472003,0.110235,0.254658,0.836786
1677104949,386577126,0.490316,0.599201,0.480398,0.471054,0.110024,0.253098,0.837821
1677104949,396725153,0.490786,0.599324,0.480015,0.470323,0.108821,0.251027,0.839011
1677104949,406627590,0.491188,0.599692,0.479577,0.470997,0.107696,0.249406,0.839262
1677104949,416377918,0.491593,0.599665,0.479316,0.470151,0.106191,0.247629,0.840453
1677104949,426623859,0.491871,0.599870,0.478923,0.471239,0.104373,0.246105,0.840519
